,City,Colors Reported,Shape Reported,State,Time,Date,Location
355,Elmore,,SPHERE,AL,00:00,1956-06-05,"Elmore, AL"
356,Salt Lake City,,CIRCLE,UT,00:00,1956-06-05,"Salt Lake City, UT"
357,Upper Glade,,EGG,WV,12:00,1956-06-06,"Upper Glade, WV"
358,Akron,,OTHER,OH,22:00,1956-06-06,"Akron, OH"
359,Edroy,,,TX,01:00,1956-06-15,"Edroy, TX"
360,San Francisco,,OTHER,CA,12:15,1956-06-15,"San Francisco, CA"
361,Palo Alto,,FIREBALL,CA,18:00,1956-06-15,"Palo Alto, CA"
362,Richfield Springs,,CIGAR,NY,18:00,1956-06-15,"Richfield Springs, NY"
363,Vista,ORANGE,CIGAR,CA,19:15,1956-06-15,"Vista, CA"
364,Farragut,,CIGAR,TN,20:00,1956-06-15,"Farragut, TN"
365,Tulsa,,FLASH,OK,20:00,1956-06-15,"Tulsa, OK"
366,Salem,,DISK,NJ,20:32,1956-06-15,"Salem, NJ"
367,New York City,,LIGHT,NY,21:00,1956-06-15,"New York City, NY"
368,Cincinnati,,DISK,OH,13:00,1956-06-16,"Cincinnati, OH"
369,Madera,,SPHERE,CA,14:00,1956-06-24,"Madera, CA"
370,Willow Grove,,LIGHT,PA,01:00,1956-06-30,"Willow Grove, PA"
371,Cape Girardeau,,DIAMOND,MO,13:00,1956-06-30,"Cape Girardeau, MO"
372,New Brunswick,,DISK,NJ,16:00,1956-06-30,"New Brunswick, NJ"
373,Houston,,TRIANGLE,TX,18:30,1956-06-30,"Houston, TX"
374,Beatrice,,OTHER,NE,16:00,1956-07-01,"Beatrice, NE"
375,Wichita,,,KS,19:00,1956-07-12,"Wichita, KS"
376,Sacramento,,DISK,CA,19:30,1956-07-14,"Sacramento, CA"
377,East Hampton,,DISK,CT,00:00,1956-07-15,"East Hampton, CT"
378,Yellowstone Park,,DISK,WY,00:00,1956-07-15,"Yellowstone Park, WY"
379,Sugarcreek,,DISK,OH,05:00,1956-07-15,"Sugarcreek, OH"
380,Harvard,,,MA,20:00,1956-08-01,"Harvard, MA"
381,Bradford,YELLOW,SPHERE,AL,23:30,1956-08-01,"Bradford, AL"
382,Norfolk,,CIGAR,VA,05:55,1956-09-09,"Norfolk, VA"
383,Middle River,BLUE,CIRCLE,MD,20:00,1956-09-15,"Middle River, MD"
384,Hope,,CIRCLE,AR,16:00,1956-09-20,"Hope, AR"
385,Greenwich,,LIGHT,CT,00:00,1956-09-21,"Greenwich, CT"
386,Newport,,RECTANGLE,NH,19:00,1956-10-01,"Newport, NH"
387,Edna,,CIRCLE,TX,21:00,1956-10-10,"Edna, TX"
388,Mt. Vernon,,DISK,IN,21:30,1956-10-15,"Mt. Vernon, IN"
389,Aberdeen,ORANGE,CIRCLE,SD,18:30,1956-11-15,"Aberdeen, SD"
390,Painsville,,RECTANGLE,OH,22:00,1956-11-27,"Painsville, OH"
391,Columbus,,FORMATION,OH,23:00,1956-12-01,"Columbus, OH"
392,Dallas,,,TX,21:00,1957-01-01,"Dallas, TX"
393,Jena,,SPHERE,LA,19:30,1957-03-05,"Jena, LA"
394,Fort Devans,,OVAL,MA,04:00,1957-03-07,"Fort Devans, MA"
395,Los Angeles,,FORMATION,CA,13:00,1957-03-15,"Los Angeles, CA"
396,Los Angeles,,DISK,CA,15:00,1957-03-15,"Los Angeles, CA"
397,Canton,,CIGAR,OH,12:00,1957-05-01,"Canton, OH"
398,Rhinebeck,,DIAMOND,NY,13:00,1957-05-25,"Rhinebeck, NY"
399,Union Bower are irving,,FORMATION,TX,00:00,1957-06-01,"Union Bower are irving, TX"
400,El Paso,,DISK,TX,10:00,1957-06-01,"El Paso, TX"
401,E. Los Angeles,,LIGHT,CA,12:00,1957-06-01,"E. Los Angeles, CA"
402,Glens Falls,,DISK,NY,20:00,1957-06-01,"Glens Falls, NY"
403,Irving,,LIGHT,TX,22:00,1957-06-01,"Irving, TX"
404,Hicksville,,CIRCLE,NY,22:00,1957-06-06,"Hicksville, NY"
405,Green Lake,,OVAL,MI,19:00,1957-06-12,"Green Lake, MI"
406,Livermore Falls,,DIAMOND,ME,10:00,1957-06-14,"Livermore Falls, ME"
407,Great Falls,,,MT,00:00,1957-06-15,"Great Falls, MT"
408,Hartford City,,DISK,IN,13:00,1957-06-15,"Hartford City, IN"
409,Walled Lake,,CYLINDER,MI,23:30,1957-06-15,"Walled Lake, MI"
410,San Leandro,,LIGHT,CA,21:00,1957-06-19,"San Leandro, CA"
411,Lubbock,,TRIANGLE,TX,17:00,1957-06-21,"Lubbock, TX"
412,Norwalk,,DISK,CA,19:30,1957-06-21,"Norwalk, CA"
413,Arctic,,CIGAR,AK,00:00,1957-06-30,"Arctic, AK"
414,Dallas,,OTHER,TX,00:00,1957-06-30,"Dallas, TX"
415,Birmingham,,,MI,03:30,1957-06-30,"Birmingham, MI"
416,New York City,,TEARDROP,NY,12:00,1957-06-30,"New York City, NY"
417,Burlington,,CIRCLE,IA,13:00,1957-06-30,"Burlington, IA"
418,Russellville,ORANGE,SPHERE,AR,18:00,1957-06-30,"Russellville, AR"
419,Barker,,DISK,NY,20:00,1957-06-30,"Barker, NY"
420,Albany,,CIRCLE,CA,21:00,1957-06-30,"Albany, CA"
421,Mullens,,OVAL,WV,13:00,1957-07-01,"Mullens, WV"
422,Talcott,,SPHERE,WV,13:00,1957-07-01,"Talcott, WV"
423,Del Rio,,CIGAR,TX,20:00,1957-07-01,"Del Rio, TX"
424,Phillipsburg,,CIGAR,NJ,20:00,1957-07-10,"Phillipsburg, NJ"
425,Baltimore,,OTHER,MD,22:00,1957-07-10,"Baltimore, MD"
426,Chesapeake,,DISK,OH,09:00,1957-07-13,"Chesapeake, OH"
427,Temple City,,LIGHT,CA,12:00,1957-07-15,"Temple City, CA"
428,Houston,,DIAMOND,TX,13:00,1957-07-15,"Houston, TX"
429,Williamsport,,CIGAR,PA,14:00,1957-07-15,"Williamsport, PA"
430,Long Beach,,DISK,CA,15:00,1957-07-15,"Long Beach, CA"
431,Denver,,LIGHT,CO,22:00,1957-07-15,"Denver, CO"
432,Kresgeville,,,PA,22:00,1957-07-15,"Kresgeville, PA"
433,Salt  Lake City,,DISK,UT,22:00,1957-07-15,"Salt  Lake City, UT"
434,Kansas City,RED,LIGHT,MO,23:30,1957-07-15,"Kansas City, MO"
435,Arco,,DISK,ID,12:00,1957-08-01,"Arco, ID"
436,Vandalia,,DISK,OH,20:00,1957-08-03,"Vandalia, OH"
437,Bainbridge,,FIREBALL,MD,02:00,1957-08-04,"Bainbridge, MD"
438,Indianapolis,,LIGHT,IN,01:00,1957-08-07,"Indianapolis, IN"
439,San Diego,,DISK,CA,00:30,1957-08-09,"San Diego, CA"
440,Ticonderoga,,DISK,NY,16:00,1957-08-14,"Ticonderoga, NY"
441,California,,FIREBALL,CA,21:00,1957-08-14,"California, CA"
442,Longview,,TRIANGLE,WA,01:00,1957-08-15,"Longview, WA"
443,Ludlow,,CIGAR,MA,01:00,1957-08-15,"Ludlow, MA"
444,Exeter,,DISK,NH,21:00,1957-08-15,"Exeter, NH"
445,Auburn,,,MA,21:30,1957-08-15,"Auburn, MA"
446,Smith's Ferry,,DISK,ID,21:30,1957-08-16,"Smith's Ferry, ID"
447,Huntington,,TRIANGLE,IN,23:00,1957-08-17,"Huntington, IN"
448,Graham,,SPHERE,TX,16:00,1957-09-01,"Graham, TX"
449,Brecksville,,CIRCLE,OH,23:00,1957-09-01,"Brecksville, OH"
450,Los Gatos,,DISK,CA,17:30,1957-09-05,"Los Gatos, CA"
451,St. Paul,,DISK,MN,19:15,1957-09-10,"St. Paul, MN"
452,El Paso,,DISK,TX,04:00,1957-09-15,"El Paso, TX"
453,Lake Jackson,,FIREBALL,TX,21:30,1957-09-15,"Lake Jackson, TX"
454,Tacoma,,DISK,WA,23:00,1957-09-15,"Tacoma, WA"
455,Hopkinsville,,CIGAR,KY,00:00,1957-09-20,"Hopkinsville, KY"
456,Nelchina,,,AK,16:00,1957-10-01,"Nelchina, AK"
457,Martelle,,CIGAR,IA,20:30,1957-10-01,"Martelle, IA"
458,Paterson,,DISK,NJ,21:00,1957-10-01,"Paterson, NJ"
459,Northeast Cape AFS,,,AK,22:00,1957-10-01,"Northeast Cape AFS, AK"
460,St. Paul,,LIGHT,MN,19:00,1957-10-05,"St. Paul, MN"
461,England,,DISK,AR,01:45,1957-10-15,"England, AR"
462,New York City,,,NY,02:00,1957-10-15,"New York City, NY"
463,Houston,,LIGHT,TX,20:30,1957-10-15,"Houston, TX"
464,Commerce City,,FIREBALL,CO,22:00,1957-10-15,"Commerce City, CO"
465,Teaneck,,CYLINDER,NJ,17:00,1957-11-10,"Teaneck, NJ"
466,Corpus Christi,,LIGHT,TX,19:00,1957-11-10,"Corpus Christi, TX"
467,St Lawrence Island,,OTHER,AK,20:00,1957-11-10,"St Lawrence Island, AK"
468,Madison,,CIGAR,WI,00:00,1957-12-28,"Madison, WI"
469,Madison,,CIGAR,WI,00:00,1957-12-28,"Madison, WI"
470,Pep,,FIREBALL,TX,22:00,1958-01-01,"Pep, TX"
471,Howell,,CIGAR,MI,02:30,1958-02-15,"Howell, MI"
472,Winooski,,OVAL,VT,21:30,1958-04-17,"Winooski, VT"
473,Winooski,,OVAL,VT,21:30,1958-04-17,"Winooski, VT"
474,Palmer Park,,SPHERE,MD,20:00,1958-05-05,"Palmer Park, MD"
475,North Hollywood,,CIRCLE,CA,10:00,1958-05-07,"North Hollywood, CA"
476,Cincinnati,,DIAMOND,OH,00:00,1958-05-16,"Cincinnati, OH"
477,North Hollywood,,SPHERE,CA,00:00,1958-05-20,"North Hollywood, CA"
478,Middlesex,,CIRCLE,NC,02:00,1958-06-01,"Middlesex, NC"
479,San Francisco,,OVAL,CA,19:00,1958-06-01,"San Francisco, CA"
480,New York City,,OVAL,NY,21:00,1958-06-01,"New York City, NY"
481,Timpson,,LIGHT,TX,22:00,1958-06-01,"Timpson, TX"
482,Grand Island,,CIRCLE,NE,22:30,1958-06-01,"Grand Island, NE"
483,Cincinnati,,DIAMOND,OH,09:30,1958-06-06,"Cincinnati, OH"
484,Baldwin Park,,CIGAR,CA,12:00,1958-06-10,"Baldwin Park, CA"
485,Florala ?,,DISK,AL,00:00,1958-06-15,"Florala ?, AL"
486,Mountain View,,OTHER,MO,00:00,1958-06-15,"Mountain View, MO"
487,Coffeyville,,CIGAR,KS,15:00,1958-06-15,"Coffeyville, KS"
488,Yonkers,,LIGHT,NY,15:00,1958-06-15,"Yonkers, NY"
489,Menlo Park,,LIGHT,CA,19:15,1958-06-15,"Menlo Park, CA"
490,Houston,,DISK,TX,20:00,1958-06-15,"Houston, TX"
491,Oklahoma,,LIGHT,OK,22:00,1958-06-15,"Oklahoma, OK"
492,Pawnee,,,OK,23:00,1958-06-15,"Pawnee, OK"
493,Pawnee,,LIGHT,OK,23:00,1958-06-15,"Pawnee, OK"
494,Silverdale,,CYLINDER,WA,12:00,1958-06-30,"Silverdale, WA"
495,Conyers,,TEARDROP,GA,13:00,1958-06-30,"Conyers, GA"
496,Camden,,DISK,ME,16:00,1958-06-30,"Camden, ME"
497,Fort Worth,,DISK,TX,20:00,1958-06-30,"Fort Worth, TX"
498,Durham,,LIGHT,KS,21:30,1958-06-30,"Durham, KS"
499,Thibodaux,,FIREBALL,LA,23:00,1958-06-30,"Thibodaux, LA"
500,Osmond,,,NE,04:48,1958-07-01,"Osmond, NE"
501,Muncie,,,IN,21:00,1958-07-01,"Muncie, IN"
502,Cheektowaga,,TEARDROP,NY,09:00,1958-07-10,"Cheektowaga, NY"
503,Woodland Hills,,LIGHT,FL,17:00,1958-07-10,"Woodland Hills, FL"
504,no data,,DISK,UT,23:00,1958-07-11,"no data, UT"
505,Novato,,DISK,CA,17:30,1958-07-15,"Novato, CA"
506,Rock Springs,,DISK,WY,21:30,1958-07-20,"Rock Springs, WY"
507,Randallstown,,TRIANGLE,MD,22:00,1958-07-30,"Randallstown, MD"
508,Derby,,DISK,CT,19:00,1958-08-01,"Derby, CT"
509,Scarborough,,DISK,ME,15:00,1958-08-08,"Scarborough, ME"
510,Bellevue,,LIGHT,WA,21:30,1958-08-10,"Bellevue, WA"
511,Monroe,,OVAL,GA,14:00,1958-08-15,"Monroe, GA"
512,Fargo,,DISK,ND,20:00,1958-09-01,"Fargo, ND"
513,Perry,RED,TRIANGLE,IA,21:00,1958-09-01,"Perry, IA"
514,Arthur,,,ND,19:00,1958-09-07,"Arthur, ND"
515,Ashland,,CIRCLE,KY,19:30,1958-09-14,"Ashland, KY"
516,Davis Jct.,,FIREBALL,IL,22:20,1958-09-20,"Davis Jct., IL"
517,Phelps County,,DISK,NE,19:00,1958-09-25,"Phelps County, NE"
518,St. Paul,,OTHER,MN,21:00,1958-10-20,"St. Paul, MN"
519,Terrebonne,,,OR,20:00,1958-10-25,"Terrebonne, OR"
520,Riverside,,LIGHT,IL,01:00,1958-10-30,"Riverside, IL"
521,Greenville,,DISK,RI,22:30,1958-11-15,"Greenville, RI"
522,Milwaukee,,DISK,WI,23:00,1958-11-25,"Milwaukee, WI"
523,South San Francisco,,DISK,CA,18:30,1959-01-10,"South San Francisco, CA"
524,New York City,,,NY,23:00,1959-03-01,"New York City, NY"
525,Miami,,SPHERE,FL,01:00,1959-04-01,"Miami, FL"
526,Mendham,,DISK,NJ,21:00,1959-04-15,"Mendham, NJ"
527,Baden,,CYLINDER,PA,19:00,1959-04-26,"Baden, PA"
528,Columbus,,LIGHT,OH,18:30,1959-05-01,"Columbus, OH"
529,El Sobrante,YELLOW,CIRCLE,CA,09:00,1959-05-05,"El Sobrante, CA"
530,Evanston,,,IL,04:00,1959-05-15,"Evanston, IL"
531,Cincinnati,,DISK,OH,17:00,1959-05-30,"Cincinnati, OH"
532,Wabash River,,CIRCLE,IN,08:00,1959-06-01,"Wabash River, IN"
533,Nashville,,,TX,12:00,1959-06-01,"Nashville, TX"
534,Orange,,CYLINDER,CT,12:00,1959-06-01,"Orange, CT"
535,Sidney,,LIGHT,OH,18:30,1959-06-01,"Sidney, OH"
536,Nelson,,CIGAR,NE,22:00,1959-06-01,"Nelson, NE"
537,Arvada,,CIRCLE,CO,13:00,1959-06-05,"Arvada, CO"
538,Monroe,,,MI,13:00,1959-06-10,"Monroe, MI"
539,Missoula,,,MT,01:00,1959-06-15,"Missoula, MT"
540,Minneapolis,,OTHER,MN,08:30,1959-06-15,"Minneapolis, MN"
541,Campbell,,DISK,CA,10:00,1959-06-15,"Campbell, CA"
542,Buffalo,,LIGHT,WV,23:00,1959-06-15,"Buffalo, WV"
543,Minneapolis,,FORMATION,MN,22:00,1959-06-23,"Minneapolis, MN"
544,Globe,,RECTANGLE,AZ,13:00,1959-06-28,"Globe, AZ"
545,Campbellsport,,CIRCLE,WI,14:00,1959-06-30,"Campbellsport, WI"
546,New York City,,OVAL,NY,20:00,1959-06-30,"New York City, NY"
547,Phoenix,,DISK,AZ,21:00,1959-06-30,"Phoenix, AZ"
548,Strathmore,,DISK,CA,01:00,1959-07-01,"Strathmore, CA"
549,Castle Rock,,CIGAR,WA,20:00,1959-07-01,"Castle Rock, WA"
550,Gardner Lake,,OVAL,ME,20:00,1959-07-04,"Gardner Lake, ME"
551,Long Beach,,LIGHT,CA,23:00,1959-07-07,"Long Beach, CA"
552,Nort Sutton,,,NH,12:00,1959-07-15,"Nort Sutton, NH"
553,New Albany,,CIGAR,IN,23:00,1959-07-15,"New Albany, IN"
554,Worcester,,OTHER,MA,18:00,1959-07-16,"Worcester, MA"
555,Salem,,DISK,OH,01:00,1959-07-19,"Salem, OH"
556,Fort Lauderdale,,LIGHT,FL,21:30,1959-07-20,"Fort Lauderdale, FL"
557,Allendale,,LIGHT,KY,14:30,1959-07-22,"Allendale, KY"
558,Golden,,DISK,TX,18:00,1959-08-01,"Golden, TX"
559,Reseda,,DISK,CA,01:30,1959-08-10,"Reseda, CA"
560,Troy,,,NY,21:00,1959-08-13,"Troy, NY"
561,Jewett,,LIGHT,NY,22:30,1959-08-13,"Jewett, NY"
562,Roswell,,,NM,15:00,1959-08-15,"Roswell, NM"
563,Mohave,,LIGHT,CA,21:00,1959-08-15,"Mohave, CA"
564,Lake Bonita,,FIREBALL,NM,03:00,1959-08-20,"Lake Bonita, NM"
565,Fallon,,OVAL,NV,00:00,1959-09-15,"Fallon, NV"
566,Goldfield,,LIGHT,NV,01:00,1959-09-15,"Goldfield, NV"
567,Dayton,,DISK,OH,11:30,1959-09-15,"Dayton, OH"
568,New York City,,OTHER,NY,16:00,1959-10-01,"New York City, NY"
569,Jacksonville,,,IL,19:00,1959-10-01,"Jacksonville, IL"
570,Duluth,,,WI,20:45,1959-10-01,"Duluth, WI"
571,Duluth,,,WI,18:30,1959-10-05,"Duluth, WI"
572,Rock Hill,,TRIANGLE,SC,19:00,1959-10-05,"Rock Hill, SC"
573,Marysville,,OTHER,WA,00:00,1959-10-15,"Marysville, WA"
574,Four States,RED,SPHERE,WV,22:30,1959-10-16,"Four States, WV"
575,Starke,,SPHERE,FL,20:00,1959-11-11,"Starke, FL"
576,Lafayette,,CIRCLE,IN,01:30,1959-11-15,"Lafayette, IN"
577,Los Angeles,,DISK,CA,18:30,1959-12-20,"Los Angeles, CA"
578,Tehachapi,,FIREBALL,CA,18:35,1959-12-30,"Tehachapi, CA"
579,Del Mar,,,CA,23:00,1959-12-30,"Del Mar, CA"
580,Bristol,,DISK,VA,22:00,1960-01-15,"Bristol, VA"
581,St. Paul,,CIGAR,MN,22:15,1960-02-01,"St. Paul, MN"
582,Hartwell,,CIGAR,GA,23:00,1960-02-01,"Hartwell, GA"
583,Winston-Salem,,CIGAR,NC,21:00,1960-02-18,"Winston-Salem, NC"
584,Houston,,TRIANGLE,TX,23:00,1960-03-12,"Houston, TX"
585,Houston,,OTHER,TX,21:00,1960-04-01,"Houston, TX"
586,Tucson,,LIGHT,AZ,20:00,1960-05-01,"Tucson, AZ"
587,Schenectady,,,NY,00:00,1960-05-15,"Schenectady, NY"
588,Terre Haute,,OTHER,IN,18:00,1960-05-15,"Terre Haute, IN"
589,Great Bend,,OTHER,KS,00:00,1960-06-01,"Great Bend, KS"
590,Salt Lake City,,DISK,UT,00:00,1960-06-01,"Salt Lake City, UT"
591,Seattle,GREEN,OVAL,WA,00:00,1960-06-01,"Seattle, WA"
592,Yakima,,OTHER,WA,02:30,1960-06-01,"Yakima, WA"
593,Palmdale,,DISK,CA,12:00,1960-06-01,"Palmdale, CA"
594,Sacramento,,CIGAR,CA,12:00,1960-06-01,"Sacramento, CA"
595,Chadd's Ford,,CYLINDER,PA,13:00,1960-06-01,"Chadd's Ford, PA"
596,New Jersey,,CIGAR,NJ,13:00,1960-06-01,"New Jersey, NJ"
597,Watervliet,,DISK,MI,18:00,1960-06-01,"Watervliet, MI"
598,Vassalboro,,OVAL,ME,20:00,1960-06-01,"Vassalboro, ME"
599,Silverfdale,,VARIOUS,WA,22:00,1960-06-01,"Silverfdale, WA"
600,Santa Ana,,DISK,CA,18:00,1960-06-03,"Santa Ana, CA"
601,Cape Canaveral,,FIREBALL,FL,12:00,1960-06-06,"Cape Canaveral, FL"
602,Philadelphia,,SPHERE,PA,18:00,1960-06-10,"Philadelphia, PA"
603,Barstow-Baker,,DISK,CA,02:00,1960-06-11,"Barstow-Baker, CA"
604,Great Falls,,FORMATION,MT,14:30,1960-06-12,"Great Falls, MT"
605,Quincy,,DISK,CA,02:00,1960-06-13,"Quincy, CA"
606,Baltimore,,OTHER,MD,21:00,1960-06-15,"Baltimore, MD"
607,Kansas City,,DISK,KS,21:45,1960-06-15,"Kansas City, KS"
608,Chicago,,OVAL,IL,23:00,1960-06-18,"Chicago, IL"
609,East Bernstadt,,DISK,KY,14:00,1960-06-21,"East Bernstadt, KY"
610,Albertson,,,NY,00:00,1960-06-30,"Albertson, NY"
611,Litchfield,,OTHER,PA,12:00,1960-06-30,"Litchfield, PA"
612,Portland,,DISK,OR,20:30,1960-06-30,"Portland, OR"
613,,,DISK,NV,12:00,1960-07-01,
614,Stevens,,OTHER,MN,12:00,1960-07-01,"Stevens, MN"
615,Portland,,,OR,20:00,1960-07-01,"Portland, OR"
616,New Berlin,,CIRCLE,WI,21:30,1960-07-04,"New Berlin, WI"
617,Springdale,,FORMATION,AR,22:00,1960-07-07,"Springdale, AR"
618,La Verne,ORANGE YELLOW,CIRCLE,CA,01:00,1960-07-15,"La Verne, CA"
619,Pacific Coast Highway,,,CA,10:00,1960-07-15,"Pacific Coast Highway, CA"
620,Goldsboro,,SPHERE,NC,16:00,1960-07-15,"Goldsboro, NC"
621,Amarillo,,DIAMOND,TX,21:00,1960-07-15,"Amarillo, TX"
622,Upland,,CIRCLE,CA,21:00,1960-07-30,"Upland, CA"
623,Allentown,,CYLINDER,PA,12:00,1960-08-01,"Allentown, PA"
624,Taftville,,DISK,CT,15:00,1960-08-01,"Taftville, CT"
625,Boston,,DISK,MA,18:00,1960-08-01,"Boston, MA"
626,Carteret,,CIGAR,NJ,18:00,1960-08-01,"Carteret, NJ"
627,Crystal,,CIRCLE,WI,23:00,1960-08-01,"Crystal, WI"
628,Cherokee,,FIREBALL,NC,23:00,1960-08-02,"Cherokee, NC"
629,Belmont,,CIRCLE,NY,01:00,1960-08-10,"Belmont, NY"
630,Watchung,RED,CIGAR,NJ,18:00,1960-08-10,"Watchung, NJ"
631,Cottonwood,,,WA,19:00,1960-08-13,"Cottonwood, WA"
632,Saugus,,CIRCLE,MA,15:00,1960-08-15,"Saugus, MA"
633,Framingham,,OVAL,MA,16:00,1960-08-15,"Framingham, MA"
634,Long Beach,,OTHER,CA,21:10,1960-08-17,"Long Beach, CA"
635,Pittsburgh,,SPHERE,PA,21:30,1960-08-20,"Pittsburgh, PA"
636,Dickinson,,CIRCLE,ND,21:00,1960-08-28,"Dickinson, ND"
637,Buffalo,,OVAL,NY,21:00,1960-09-05,"Buffalo, NY"
638,Wichita,,OVAL,KS,10:00,1960-09-10,"Wichita, KS"
639,Kingsport,ORANGE,CIRCLE,TN,19:00,1960-09-15,"Kingsport, TN"
640,Seattle,,DISK,WA,20:30,1960-09-15,"Seattle, WA"
641,Susanville,,,CA,21:00,1960-09-15,"Susanville, CA"
642,Kaneohe,,LIGHT,HI,20:00,1960-10-10,"Kaneohe, HI"
643,Burnsville,,,MN,00:00,1960-10-18,"Burnsville, MN"
644,Westbury,,DISK,NY,18:00,1960-11-02,"Westbury, NY"
645,Sumner,,SPHERE,WA,02:00,1960-11-11,"Sumner, WA"
646,Kansas City,,,KS,22:00,1960-11-15,"Kansas City, KS"
647,Santa Clara,,CIRCLE,CA,12:00,1961-01-01,"Santa Clara, CA"
648,Kendallville,,CIRCLE,IN,13:00,1961-01-01,"Kendallville, IN"
649,Lancaster,,DISK,CA,01:00,1961-02-02,"Lancaster, CA"
650,Panhandle,,DIAMOND,TX,20:00,1961-02-22,"Panhandle, TX"
651,McGuire AFB,RED GREEN,SPHERE,NJ,21:00,1961-03-12,"McGuire AFB, NJ"
652,New York City,,CROSS,NY,00:00,1961-03-29,"New York City, NY"
653,Shenandoah,,LIGHT,PA,20:00,1961-04-01,"Shenandoah, PA"
654,Altus,,CIRCLE,OK,21:00,1961-04-15,"Altus, OK"
655,Auburn,,CIGAR,WA,22:00,1961-05-01,"Auburn, WA"
656,Parris Island,,VARIOUS,SC,04:00,1961-05-15,"Parris Island, SC"
657,Alpine,,DISK,UT,00:00,1961-06-01,"Alpine, UT"
658,no data,,TEARDROP,NY,18:00,1961-06-01,"no data, NY"
659,Opa Locka,,OTHER,FL,18:00,1961-06-01,"Opa Locka, FL"
660,Carrollton,,,TX,19:30,1961-06-10,"Carrollton, TX"
661,Huntsville,,TRIANGLE,AL,12:00,1961-06-15,"Huntsville, AL"
662,Richardson,GREEN,LIGHT,TX,15:00,1961-06-15,"Richardson, TX"
663,Frederick,,LIGHT,OK,20:30,1961-06-15,"Frederick, OK"
664,Chicago,,DISK,IL,19:00,1961-06-17,"Chicago, IL"
665,Webster Groves,,CIRCLE,MO,00:00,1961-06-20,"Webster Groves, MO"
666,Dallas,,DISK,GA,00:00,1961-06-22,"Dallas, GA"
667,Greensboro,,CIGAR,NC,08:00,1961-06-30,"Greensboro, NC"
668,Orlando,,DISK,FL,15:00,1961-06-30,"Orlando, FL"
669,La Mirada,ORANGE,CIGAR,CA,19:00,1961-06-30,"La Mirada, CA"
670,Rotan,,SPHERE,TX,22:00,1961-06-30,"Rotan, TX"
671,Lawrenceville,,CIRCLE,GA,21:00,1961-07-01,"Lawrenceville, GA"
672,West Haven,,LIGHT,CT,21:00,1961-07-08,"West Haven, CT"
673,Sapulpa,,,OK,01:00,1961-07-15,"Sapulpa, OK"
674,Gettysburg,,CIGAR,PA,11:00,1961-07-15,"Gettysburg, PA"
675,Mount Hope,,,WV,23:00,1961-07-15,"Mount Hope, WV"
676,Newberg,,EGG,OR,23:30,1961-07-15,"Newberg, OR"
677,Arlington Heights,,DISK,IL,19:50,1961-07-16,"Arlington Heights, IL"
678,Mill Valley,,DISK,CA,00:00,1961-08-01,"Mill Valley, CA"
679,Glenshaw,,DISK,PA,21:15,1961-08-05,"Glenshaw, PA"
680,Pittsburgh,,SPHERE,PA,23:00,1961-08-05,"Pittsburgh, PA"
681,Palatine,ORANGE,DISK,IL,20:00,1961-08-09,"Palatine, IL"
682,New York City,,DISK,NY,19:00,1961-08-15,"New York City, NY"
683,Evendale,,,OH,00:00,1961-08-30,"Evendale, OH"
684,Fort Benning,,DISK,GA,18:46,1961-09-01,"Fort Benning, GA"
685,Toledo,,LIGHT,OH,20:30,1961-09-01,"Toledo, OH"
686,Wahoo,,EGG,NE,20:00,1961-09-15,"Wahoo, NE"
687,Toledo,,SPHERE,OH,03:00,1961-10-01,"Toledo, OH"
688,Tulsa,,DISK,OK,03:30,1961-10-01,"Tulsa, OK"
689,Nashville,,DISK,TN,19:00,1961-10-01,"Nashville, TN"
690,Graham,,TRIANGLE,NC,22:00,1961-10-01,"Graham, NC"
691,Bristol,,SPHERE,TN,19:00,1961-10-10,"Bristol, TN"
692,Indialantic,,OVAL,FL,18:00,1961-10-15,"Indialantic, FL"
693,Bakersfield,RED,CIRCLE,CA,23:00,1961-11-11,"Bakersfield, CA"
694,Leesville,,FLASH,SC,10:00,1961-11-26,"Leesville, SC"
695,Bartow,,SPHERE,FL,21:00,1961-12-17,"Bartow, FL"
696,Forestburg,,SPHERE,TX,20:00,1961-12-26,"Forestburg, TX"
697,Key West,,SPHERE,FL,08:00,1962-01-01,"Key West, FL"
698,Fayetteville,,CIRCLE,NC,21:00,1962-02-19,"Fayetteville, NC"
699,Snohomish,,DIAMOND,WA,08:00,1962-03-01,"Snohomish, WA"
700,Wendover,,DISK,UT,03:00,1962-03-03,"Wendover, UT"
701,Clayton,,,NC,21:00,1962-03-08,"Clayton, NC"
702,Camden,,SPHERE,OH,10:00,1962-03-15,"Camden, OH"
703,Shenandoah,YELLOW,LIGHT,PA,21:00,1962-03-31,"Shenandoah, PA"
704,Huntingdon,GREEN,,GA,21:00,1962-04-15,"Huntingdon, GA"
705,Acoma,,CYLINDER,NM,21:00,1962-05-15,"Acoma, NM"
706,Toms River,,DISK,NJ,21:00,1962-05-15,"Toms River, NJ"
707,Pittsburg,RED,VARIOUS,OK,21:30,1962-05-15,"Pittsburg, OK"
708,Whitehouse,,LIGHT,NJ,23:00,1962-05-20,"Whitehouse, NJ"
709,Garland,,DISK,TX,20:00,1962-05-30,"Garland, TX"
710,Bartlesville,,,OK,00:00,1962-06-01,"Bartlesville, OK"
711,Charleston,,DISK,SC,12:00,1962-06-01,"Charleston, SC"
712,Ellwood City,,DISK,PA,12:00,1962-06-01,"Ellwood City, PA"
